,場所,スコア,口コミ
270,天神地下街,3.2,照明を落としているような地下街で、雰囲気がかなり上品です。高額当選がでている宝籤売り場も近くにあり、通りがかり、購入するのもいいかもしれません。かなり広い地下街です。
271,天神地下街,4.3,歩くだけでも、たくさんのお店があるので楽しめるのですが、レトロな雰囲気と涼しさがすごく良かったです。
272,天神地下街,4.2,博多の魅力の一つは、天神地下街だと思っています。中洲(川端)から新天町、天神MINAから天神南駅まではウォーキングコースとして十分な距離もあり、雨の日も楽しめます。ウィンドショッピングを楽しみながら、何周でも歩けます。地下街独特の快適性で、暑い夏の日も汗もかきません。
273,天神地下街,3.9,ベイクドチーズのお店を探しに探して見つからず、結局帰りました。モーニングのお店の選択肢が多く、助かりました。
274,天神地下街,4.2,ホテルへ帰るときに、寒さを凌ぐために天神地下街を通って戻りました。たくさんのお店があり、通るだけでも楽しかった。
275,天神地下街,4.1,オシャレな服  お店が沢山で時間を忘れてしまいます。高級なお店～リーズナブルなお店まで幅広く揃ってます。
276,天神地下街,4.1,結構飲食店等も充実してます。観光旅行には良いと思いますよ、手軽に福岡を感じれると思います。結構人は多いけど
277,天神地下街,4.1,いろいろな街の地下街では、店舗が終了してシャッターがしまった場所が続いていたりするけれど、天神地下街はお店も行き交う人も、とにかく元気。そこにいるだけで元気になりそうです。
278,天神地下街,4.1,店もチョコもカラフルな飾りで、いつもお客さんがいます。単価お高めですが、おいしいので買います。時期毎に福袋があるといいな
279,天神地下街,4.1,北から南へ長く、いろんな店が立ち並び面白かったです。時間調整もでき、また、ショップもたくさんあり楽しめました。また、再訪します
280,大濠公園,3.2,冬の小春日和の午前中に大濠公園の中にある青柳・橋で結ばれた中の島を往復して、川辺の水鳥をバードウオッチングしてきた。近くに美味しい水炊きの専門店「橙」があるので、お昼まで公園を散歩しながらお腹を空かせるコースにちょうど良かった。
281,大濠公園,4.3,幼い頃、気象台の隣、今は武道館となっている場所にあった”神社庁幼稚園”に通っていた。毎日のように眺めていた大濠公園は整備が行き届き、昔より非常に奇麗になっているが、中の島等の主要な形態は昔のままである。4年程前に公用のついでに訪れて以来である。併設された駐車場も空いていて、楽に駐車することができた。昼過ぎであったので、ボートハウスの1階の軽食店で昼食を摂ることにした。店内からの景色も良く、涼むには打って付けの場所である。公園内は比較的空いていた。韓国、中国からの観光客の割合が非常に多いのには驚かされる。中の島の3分の2程を歩いて引き返した。大都市の真ん中にこのような広く、のんびりできる公園があるのは羨ましい限りである。
282,大濠公園,4.2,大きな湖の真中を縦に横断する道が通っています、湖の真ん中なので左右の景色は最高に良い景色です、他の湖では味わえない珍しい景色でした
283,大濠公園,3.9,相変わらず、ゴミ一つ落ちていなく、福岡県の人の道徳心には敬服してしまいます。様々な鳥がいて、楽しませてくれます。かなり広い公園なので、時間に余裕をもって散策される事をお勧めします。
